specimen,Mx[Am2],My[Am2],Mz[Am2],MN[Am2],ME[Am2],MV[Am2],Mtot[Am2],Dec[deg],Inc[deg],Jnrm [Am2/kg],Jtrm [Am2/kg],Jarm [Am2/kg],Jirm [Am2/kg],Jnrm [A/m],Jtrm [A/m],Jarm [A/m],Jirm [A/m],AF [mT],T [C],Hdc [mT],Hdc dec [deg],Hdc inc [deg],data type,date,time,series,position[cm],Drift_ratio,Ja/Jr,run#,Description,Meas_T[K],Mode,Type
CF-blank,-2.75205E-09,-4.59252E-09,1.22297E-07,1.22297E-07,-4.59252E-09,2.75205E-09,1.22414E-07,-2.15057,1.2882,,,,,,,,,,,,,,RM(Tmeas),5/20/2011,12:11:07 PM,6,,,0,,84.51,227.74,DISCRETE,
CF-blank,-2.4885E-09,-4.68662E-09,1.22303E-07,1.22303E-07,-4.68662E-09,2.4885E-09,1.22418E-07,-2.19449,1.16478,,,,,,,,,,,,,,RM(Tmeas),5/20/2011,12:12:02 PM,6,,,0,,83.683,225.99,DISCRETE,
CF-blank,-2.64995E-09,-4.41315E-09,1.22317E-07,1.22317E-07,-4.41315E-09,2.64995E-09,1.22425E-07,-2.06631,1.24029,,,,,,,,,,,,,,RM(Tmeas),5/20/2011,12:13:02 PM,6,,,0,,82.748,224.32,DISCRETE,
CF-blank,-2.75522E-09,-4.6038E-09,1.22263E-07,1.22263E-07,-4.6038E-09,2.75522E-09,1.22381E-07,-2.15644,1.29004,,,,,,,,,,,,,,RM(Tmeas),5/20/2011,12:13:52 PM,6,,,0,,82.002,222.66,DISCRETE,
CF-blank,-2.90165E-09,-4.67154E-09,1.22461E-07,1.22461E-07,-4.67154E-09,2.90165E-09,1.22584E-07,-2.18462,1.35636,,,,,,,,,,,,,,RM(Tmeas),5/20/2011,12:14:47 PM,6,,,0,,81.13,221.01,DISCRETE,
CF-blank,-2.52065E-09,-4.5969E-09,1.22294E-07,1.22294E-07,-4.5969E-09,2.52065E-09,1.22407E-07,-2.15267,1.17994,,,,,,,,,,,,,,RM(Tmeas),5/20/2011,12:15:43 PM,6,,,0,,80.357,219.11,DISCRETE,
CF-blank,-2.65433E-09,-4.44678E-09,1.22425E-07,1.22425E-07,-4.44678E-09,2.65433E-09,1.22535E-07,-2.0802,1.24123,,,,,,,,,,,,,,RM(Tmeas),5/20/2011,12:16:38 PM,6,,,0,,79.495,217.39,DISCRETE,
CF-blank,-3.0231E-09,-4.40205E-09,1.22389E-07,1.22389E-07,-4.40205E-09,3.0231E-09,1.22505E-07,-2.05991,1.41405,,,,,,,,,,,,,,RM(Tmeas),5/20/2011,12:17:29 PM,6,,,0,,78.753,215.52,DISCRETE,
CF-blank,-2.45627E-09,-4.55198E-09,1.22529E-07,1.22529E-07,-4.55198E-09,2.45627E-09,1.22639E-07,-2.12756,1.14763,,,,,,,,,,,,,,RM(Tmeas),5/20/2011,12:18:24 PM,6,,,0,,77.91,213.74,DISCRETE,
CF-blank,-2.71505E-09,-4.45474E-09,1.22428E-07,1.22428E-07,-4.45474E-09,2.71505E-09,1.22539E-07,-2.08388,1.26958,,,,,,,,,,,,,,RM(Tmeas),5/20/2011,12:19:09 PM,6,,,0,,77.258,211.98,DISCRETE,
CF-blank,-2.41965E-09,-4.50642E-09,1.22425E-07,1.22425E-07,-4.50642E-09,2.41965E-09,1.22532E-07,-2.10808,1.1315,,,,,,,,,,,,,,RM(Tmeas),5/20/2011,12:20:04 PM,6,,,0,,76.476,210.13,DISCRETE,
CF-blank,-2.9425E-09,-4.30063E-09,1.2248E-07,1.2248E-07,-4.30063E-09,2.9425E-09,1.22591E-07,-2.01099,1.37538,,,,,,,,,,,,,,RM(Tmeas),5/20/2011,12:20:50 PM,6,,,0,,75.805,208.32,DISCRETE,
CF-blank,-2.59316E-09,-4.41715E-09,1.22537E-07,1.22537E-07,-4.41715E-09,2.59316E-09,1.22644E-07,-2.06448,1.21154,,,,,,,,,,,,,,RM(Tmeas),5/20/2011,12:21:40 PM,6,,,0,,75.09,206.27,DISCRETE,
CF-blank,-2.81205E-09,-4.48096E-09,1.22508E-07,1.22508E-07,-4.48096E-09,2.81205E-09,1.22623E-07,-2.09476,1.31405,,,,,,,,,,,,,,RM(Tmeas),5/20/2011,12:22:30 PM,6,,,0,,74.371,204.44,DISCRETE,
CF-blank,-2.5693E-09,-4.43555E-09,1.22583E-07,1.22583E-07,-4.43555E-09,2.5693E-09,1.2269E-07,-2.07229,1.19994,,,,,,,,,,,,,,RM(Tmeas),5/20/2011,12:23:20 PM,6,,,0,,73.626,202.29,DISCRETE,
CF-blank,-2.96668E-09,-4.62286E-09,1.22539E-07,1.22539E-07,-4.62286E-09,2.96668E-09,1.22663E-07,-2.16049,1.38587,,,,,,,,,,,,,,RM(Tmeas),5/20/2011,12:24:11 PM,6,,,0,,72.925,200.37,DISCRETE,
CF-blank,-2.47655E-09,-4.40165E-09,1.22569E-07,1.22569E-07,-4.40165E-09,2.47655E-09,1.22673E-07,-2.0567,1.15678,,,,,,,,,,,,,,RM(Tmeas),5/20/2011,12:24:57 PM,6,,,0,,72.266,198.31,DISCRETE,
CF-blank,-2.1882E-09,-4.49531E-09,1.22511E-07,1.22511E-07,-4.49531E-09,2.1882E-09,1.22613E-07,-2.10141,1.02258,,,,,,,,,,,,,,RM(Tmeas),5/20/2011,12:25:47 PM,6,,,0,,71.613,196.25,DISCRETE,
CF-blank,-2.66225E-09,-4.59979E-09,1.22637E-07,1.22637E-07,-4.59979E-09,2.66225E-09,1.22752E-07,-2.14801,1.24273,,,,,,,,,,,,,,RM(Tmeas),5/20/2011,12:26:33 PM,6,,,0,,70.902,194.15,DISCRETE,
CF-blank,-2.38702E-09,-4.5139E-09,1.22594E-07,1.22594E-07,-4.5139E-09,2.38702E-09,1.22701E-07,-2.10867,1.1147,,,,,,,,,,,,,,RM(Tmeas),5/20/2011,12:27:18 PM,6,,,0,,70.234,191.94,DISCRETE,
CF-blank,-2.9665E-09,-4.31201E-09,1.22642E-07,1.22642E-07,-4.31201E-09,2.9665E-09,1.22754E-07,-2.01365,1.38476,,,,,,,,,,,,,,RM(Tmeas),5/20/2011,12:28:04 PM,6,,,0,,69.623,189.97,DISCRETE,
CF-blank,-2.71965E-09,-4.66708E-09,1.22623E-07,1.22623E-07,-4.66708E-09,2.71965E-09,1.22741E-07,-2.17966,1.26964,,,,,,,,,,,,,,RM(Tmeas),5/20/2011,12:28:49 PM,6,,,0,,68.934,187.67,DISCRETE,
CF-blank,-3.0105E-09,-4.68662E-09,1.22586E-07,1.22586E-07,-4.68662E-09,3.0105E-09,1.22712E-07,-2.18943,1.40578,,,,,,,,,,,,,,RM(Tmeas),5/20/2011,12:29:35 PM,6,,,0,,68.302,185.32,DISCRETE,
CF-blank,-2.85285E-09,-4.46152E-09,1.22708E-07,1.22708E-07,-4.46152E-09,2.85285E-09,1.22823E-07,-2.08228,1.33095,,,,,,,,,,,,,,RM(Tmeas),5/20/2011,12:30:20 PM,6,,,0,,67.686,183.2,DISCRETE,
CF-blank,-2.6706E-09,-4.45105E-09,1.22659E-07,1.22659E-07,-4.45105E-09,2.6706E-09,1.22769E-07,-2.07823,1.24646,,,,,,,,,,,,,,RM(Tmeas),5/20/2011,12:31:06 PM,6,,,0,,67.021,180.79,DISCRETE,
CF-blank,-2.9984E-09,-4.46222E-09,1.22706E-07,1.22706E-07,-4.46222E-09,2.9984E-09,1.22823E-07,-2.08266,1.39886,,,,,,,,,,,,,,RM(Tmeas),5/20/2011,12:31:51 PM,6,,,0,,66.401,178.29,DISCRETE,
CF-blank,-2.49215E-09,-4.5179E-09,1.22714E-07,1.22714E-07,-4.5179E-09,2.49215E-09,1.22823E-07,-2.10848,1.16265,,,,,,,,,,,,,,RM(Tmeas),5/20/2011,12:32:36 PM,6,,,0,,65.755,176.04,DISCRETE,
CF-blank,-2.87315E-09,-4.60732E-09,1.22694E-07,1.22694E-07,-4.60732E-09,2.87315E-09,1.22814E-07,-2.15051,1.34051,,,,,,,,,,,,,,RM(Tmeas),5/20/2011,12:33:22 PM,6,,,0,,65.099,173.46,DISCRETE,
CF-blank,-2.63379E-09,-4.65622E-09,1.22897E-07,1.22897E-07,-4.65622E-09,2.63379E-09,1.23014E-07,-2.16973,1.22683,,,,,,,,,,,,,,RM(Tmeas),5/20/2011,12:34:07 PM,6,,,0,,64.452,170.66,DISCRETE,
CF-blank,-2.53665E-09,-4.54781E-09,1.22794E-07,1.22794E-07,-4.54781E-09,2.53665E-09,1.22905E-07,-2.12104,1.18262,,,,,,,,,,,,,,RM(Tmeas),5/20/2011,12:34:53 PM,6,,,0,,63.832,167.57,DISCRETE,
CF-blank,-3.08347E-09,-4.52934E-09,1.22814E-07,1.22814E-07,-4.52934E-09,3.08347E-09,1.22936E-07,-2.11209,1.43724,,,,,,,,,,,,,,RM(Tmeas),5/20/2011,12:35:38 PM,6,,,0,,63.141,164.79,DISCRETE,
CF-blank,-2.58515E-09,-4.57727E-09,1.22783E-07,1.22783E-07,-4.57727E-09,2.58515E-09,1.22896E-07,-2.13496,1.20533,,,,,,,,,,,,,,RM(Tmeas),5/20/2011,12:36:23 PM,6,,,0,,62.513,161.88,DISCRETE,
CF-blank,-2.6467E-09,-4.4053E-09,1.22814E-07,1.22814E-07,-4.4053E-09,2.6467E-09,1.22922E-07,-2.0543,1.23377,,,,,,,,,,,,,,RM(Tmeas),5/20/2011,12:37:09 PM,6,,,0,,61.836,158.82,DISCRETE,
CF-blank,-2.6501E-09,-4.42104E-09,1.2282E-07,1.2282E-07,-4.42104E-09,2.6501E-09,1.22928E-07,-2.06154,1.23529,,,,,,,,,,,,,,RM(Tmeas),5/20/2011,12:37:54 PM,6,,,0,,61.205,155.7,DISCRETE,
CF-blank,-2.83295E-09,-4.67471E-09,1.2282E-07,1.2282E-07,-4.67471E-09,2.83295E-09,1.22941E-07,-2.17971,1.32039,,,,,,,,,,,,,,RM(Tmeas),5/20/2011,12:38:40 PM,6,,,0,,60.552,152.54,DISCRETE,
CF-blank,-2.8161E-09,-4.48025E-09,1.22911E-07,1.22911E-07,-4.48025E-09,2.8161E-09,1.23025E-07,-2.08757,1.31164,,,,,,,,,,,,,,RM(Tmeas),5/20/2011,12:39:25 PM,6,,,0,,59.88,149.53,DISCRETE,
CF-blank,-3.05105E-09,-4.6826E-09,1.22923E-07,1.22923E-07,-4.6826E-09,3.05105E-09,1.2305E-07,-2.18157,1.42081,,,,,,,,,,,,,,RM(Tmeas),5/20/2011,12:40:11 PM,6,,,0,,59.208,146.34,DISCRETE,
CF-blank,-2.9341E-09,-4.49922E-09,1.22959E-07,1.22959E-07,-4.49922E-09,2.9341E-09,1.23076E-07,-2.09558,1.36604,,,,,,,,,,,,,,RM(Tmeas),5/20/2011,12:40:56 PM,6,,,0,,58.558,143,DISCRETE,
CF-blank,-3.0963E-09,-4.61905E-09,1.22908E-07,1.22908E-07,-4.61905E-09,3.0963E-09,1.23034E-07,-2.15223,1.44207,,,,,,,,,,,,,,RM(Tmeas),5/20/2011,12:41:41 PM,6,,,0,,57.87,139.47,DISCRETE,
CF-blank,-2.8612E-09,-4.5666E-09,1.22948E-07,1.22948E-07,-4.5666E-09,2.8612E-09,1.23066E-07,-2.12713,1.33221,,,,,,,,,,,,,,RM(Tmeas),5/20/2011,12:42:27 PM,6,,,0,,57.228,135.94,DISCRETE,
CF-blank,-3.2827E-09,-4.50278E-09,1.22989E-07,1.22989E-07,-4.50278E-09,3.2827E-09,1.23115E-07,-2.09674,1.5279,,,,,,,,,,,,,,RM(Tmeas),5/20/2011,12:43:13 PM,6,,,0,,56.537,132.3,DISCRETE,
CF-blank,-2.9623E-09,-4.58187E-09,1.22959E-07,1.22959E-07,-4.58187E-09,2.9623E-09,1.2308E-07,-2.13404,1.37913,,,,,,,,,,,,,,RM(Tmeas),5/20/2011,12:43:59 PM,6,,,0,,55.892,128.62,DISCRETE,
CF-blank,-3.11197E-09,-4.57773E-09,1.23031E-07,1.23031E-07,-4.57773E-09,3.11197E-09,1.23155E-07,-2.13087,1.44794,,,,,,,,,,,,,,RM(Tmeas),5/20/2011,12:44:44 PM,6,,,0,,55.166,124.9,DISCRETE,
CF-blank,-2.65845E-09,-4.4467E-09,1.23006E-07,1.23006E-07,-4.4467E-09,2.65845E-09,1.23115E-07,-2.07036,1.2373,,,,,,,,,,,,,,RM(Tmeas),5/20/2011,12:45:30 PM,6,,,0,,54.485,120.86,DISCRETE,
CF-blank,-2.82472E-09,-4.4355E-09,1.22969E-07,1.22969E-07,-4.4355E-09,2.82472E-09,1.23081E-07,-2.06577,1.31505,,,,,,,,,,,,,,RM(Tmeas),5/20/2011,12:46:15 PM,6,,,0,,53.787,116.48,DISCRETE,
CF-blank,-2.85245E-09,-4.34186E-09,1.23097E-07,1.23097E-07,-4.34186E-09,2.85245E-09,1.23207E-07,-2.02009,1.32662,,,,,,,,,,,,,,RM(Tmeas),5/20/2011,12:47:01 PM,6,,,0,,53.102,112.02,DISCRETE,
CF-blank,-2.68303E-09,-4.38747E-09,1.23059E-07,1.23059E-07,-4.38747E-09,2.68303E-09,1.23167E-07,-2.04192,1.24822,,,,,,,,,,,,,,RM(Tmeas),5/20/2011,12:47:46 PM,6,,,0,,52.416,107.56,DISCRETE,
CF-blank,-2.96595E-09,-4.43548E-09,1.23077E-07,1.23077E-07,-4.43548E-09,2.96595E-09,1.23193E-07,-2.06394,1.37956,,,,,,,,,,,,,,RM(Tmeas),5/20/2011,12:48:32 PM,6,,,0,,51.723,103.42,DISCRETE,
CF-blank,-2.7919E-09,-4.29754E-09,1.23097E-07,1.23097E-07,-4.29754E-09,2.7919E-09,1.23204E-07,-1.99948,1.29848,,,,,,,,,,,,,,RM(Tmeas),5/20/2011,12:49:18 PM,6,,,0,,50.976,99.4,DISCRETE,
CF-blank,-2.825E-09,-4.46158E-09,1.231E-07,1.231E-07,-4.46158E-09,2.825E-09,1.23213E-07,-2.07569,1.31378,,,,,,,,,,,,,,RM(Tmeas),5/20/2011,12:50:03 PM,6,,,0,,50.284,95.16,DISCRETE,
CF-blank,-3.01865E-09,-4.52525E-09,1.23158E-07,1.23158E-07,-4.52525E-09,3.01865E-09,1.23278E-07,-2.1043,1.40312,,,,,,,,,,,,,,RM(Tmeas),5/20/2011,12:50:49 PM,6,,,0,,49.539,90.81,DISCRETE,
CF-blank,-2.81627E-09,-4.55516E-09,1.23186E-07,1.23186E-07,-4.55516E-09,2.81627E-09,1.23302E-07,-2.11771,1.30877,,,,,,,,,,,,,,RM(Tmeas),5/20/2011,12:51:34 PM,6,,,0,,48.8,86.68,DISCRETE,
CF-blank,-2.46028E-09,-4.43564E-09,1.23139E-07,1.23139E-07,-4.43564E-09,2.46028E-09,1.23244E-07,-2.06297,1.14385,,,,,,,,,,,,,,RM(Tmeas),5/20/2011,12:52:20 PM,6,,,0,,48.046,82.78,DISCRETE,
CF-blank,-2.71963E-09,-4.40978E-09,1.23223E-07,1.23223E-07,-4.40978E-09,2.71963E-09,1.23331E-07,-2.04958,1.26355,,,,,,,,,,,,,,RM(Tmeas),5/20/2011,12:53:05 PM,6,,,0,,47.321,79.56,DISCRETE,
CF-blank,-3.2141E-09,-4.51834E-09,1.23089E-07,1.23089E-07,-4.51834E-09,3.2141E-09,1.23214E-07,-2.10227,1.49476,,,,,,,,,,,,,,RM(Tmeas),5/20/2011,12:53:51 PM,6,,,0,,46.542,76.18,DISCRETE,
CF-blank,-2.3751E-09,-4.43155E-09,1.23255E-07,1.23255E-07,-4.43155E-09,2.3751E-09,1.23357E-07,-2.05915,1.10323,,,,,,,,,,,,,,RM(Tmeas),5/20/2011,12:54:36 PM,6,,,0,,45.743,73.05,DISCRETE,
CF-blank,-2.92579E-09,-4.4584E-09,1.23228E-07,1.23228E-07,-4.4584E-09,2.92579E-09,1.23344E-07,-2.07206,1.35922,,,,,,,,,,,,,,RM(Tmeas),5/20/2011,12:55:22 PM,6,,,0,,44.868,70.37,DISCRETE,
CF-blank,-3.05945E-09,-4.43552E-09,1.23137E-07,1.23137E-07,-4.43552E-09,3.05945E-09,1.23254E-07,-2.06297,1.42235,,,,,,,,,,,,,,RM(Tmeas),5/20/2011,12:56:07 PM,6,,,0,,43.967,65.25,DISCRETE,
CF-blank,-2.75925E-09,-4.56308E-09,1.23206E-07,1.23206E-07,-4.56308E-09,2.75925E-09,1.23321E-07,-2.12105,1.28207,,,,,,,,,,,,,,RM(Tmeas),5/20/2011,12:56:52 PM,6,,,0,,43.024,60.13,DISCRETE,
CF-blank,-2.72757E-09,-4.59598E-09,1.23211E-07,1.23211E-07,-4.59598E-09,2.72757E-09,1.23327E-07,-2.13623,1.26729,,,,,,,,,,,,,,RM(Tmeas),5/20/2011,12:57:38 PM,6,,,0,,41.987,54.88,DISCRETE,
CF-blank,-2.69514E-09,-4.5962E-09,1.23211E-07,1.23211E-07,-4.5962E-09,2.69514E-09,1.23326E-07,-2.13634,1.25223,,,,,,,,,,,,,,RM(Tmeas),5/20/2011,12:58:23 PM,6,,,0,,40.801,50.98,DISCRETE,
